Wikidata_URI15	Movie	Release date	DBpedia_URI	label	id	rating	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q238245	4 Months, 3 Weeks and 2 Days	1/23/2008 0:00	http://dbpedia.org/resource/4_Months,_3_Weeks_and_2_Days	good	1601	97	http://dbpedia.org/resource/4_Months,_3_Weeks_and_2_Days		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6NC7JVXW45DIOMWF6M27K5SWK23TL5QW4ZC7GJPUIYLZOM======
http://www.wikidata.org/entity/Q170035	Ratatouille	6/29/2007 0:00	http://dbpedia.org/resource/Ratatouille_(film)	good	1602	96	http://dbpedia.org/resource/Ratatouille_(film)	http://yago-knowledge.org/resource/Ratatouille_(film)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBORQXI33VNFWGYZK7FBTGS3DNFE======
http://www.wikidata.org/entity/Q1752684	Killer of Sheep	3/30/2007 0:00	http://dbpedia.org/resource/Killer_of_Sheep	good	1603	94	http://dbpedia.org/resource/Killer_of_Sheep	http://yago-knowledge.org/resource/Killer_of_Sheep	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JNRWGK4S7N5TF6U3IMVSXA===
http://www.wikidata.org/entity/Q675937	Sideways	10/22/2004 0:00	http://dbpedia.org/resource/Sideways	good	1604	94	http://dbpedia.org/resource/Sideways		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JMRSXOYLZOM======
http://www.wikidata.org/entity/Q739285	Sita Sings the Blues	12/25/2009 0:00	http://dbpedia.org/resource/Sita_Sings_the_Blues	good	1605	94	http://dbpedia.org/resource/Sita_Sings_the_Blues	http://yago-knowledge.org/resource/Sita_Sings_the_Blues	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JORQV6U3JNZTXGX3UNBSV6QTMOVSXG===
http://www.wikidata.org/entity/Q183066	The Hurt Locker	6/26/2009 0:00	http://dbpedia.org/resource/The_Hurt_Locker	good	1606	94	http://dbpedia.org/resource/The_Hurt_Locker	http://yago-knowledge.org/resource/The_Hurt_Locker	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUQ5LSORPUY33DNNSXE===
http://www.wikidata.org/entity/Q320588	Close Encounters of the Third Kind	11/16/1977 0:00	http://dbpedia.org/resource/Close_Encounters_of_the_Third_Kind	good	1607	91	http://dbpedia.org/resource/Close_Encounters_of_the_Third_Kind	http://yago-knowledge.org/resource/Close_Encounters_of_the_Third_Kind	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MN5ZWKX2FNZRW65LOORSXE427N5TF65DIMVPVI2DJOJSF6S3JNZSA====
http://www.wikidata.org/entity/Q17738	Star Wars: Episode IV - A New Hope	5/25/1977 0:00	http://dbpedia.org/resource/Star_Wars_(film)	good	1608	91	http://dbpedia.org/resource/Star_Wars_(film)		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMFZF6V3BOJZV6KDGNFWG2KI=
	Moolaadé	10/15/2004 0:00	http://dbpedia.org/resource/Moolaadé	good	1609	91	http://dbpedia.org/resource/Moolaadé	http://yago-knowledge.org/resource/Moolaadé	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPN5WGCYLEYOUQ====
http://www.wikidata.org/entity/Q1061541	A Prophet	2/26/2010 0:00	http://dbpedia.org/resource/A_Prophet	good	1610	90	http://dbpedia.org/resource/A_Prophet	http://yago-knowledge.org/resource/A_Prophet	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QK7KBZG64DIMV2A====
http://www.wikidata.org/entity/Q652186	Before Sunset	07/02/2004 00:00	http://dbpedia.org/resource/Before_Sunset	good	1611	90	http://dbpedia.org/resource/Before_Sunset	http://yago-knowledge.org/resource/Before_Sunset	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTFMZXXEZK7KN2W443FOQ======
http://www.wikidata.org/entity/Q348007	Capturing the Friedmans	5/30/2003 0:00	http://dbpedia.org/resource/Capturing_the_Friedmans	good	1612	90	http://dbpedia.org/resource/Capturing_the_Friedmans	http://yago-knowledge.org/resource/Capturing_the_Friedmans	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BOB2HK4TJNZTV65DIMVPUM4TJMVSG2YLOOM======
http://www.wikidata.org/entity/Q132863	Finding Nemo	5/30/2003 0:00	http://dbpedia.org/resource/Finding_Nemo	good	1613	90	http://dbpedia.org/resource/Finding_Nemo	http://yago-knowledge.org/resource/Finding_Nemo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTJNZSGS3THL5HGK3LP
http://www.wikidata.org/entity/Q845057	Hannah and Her Sisters	02/01/1986 00:00	http://dbpedia.org/resource/Hannah_and_Her_Sisters	good	1614	90	http://dbpedia.org/resource/Hannah_and_Her_Sisters		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDBNZXGC2C7MFXGIX2IMVZF6U3JON2GK4TT
http://www.wikidata.org/entity/Q174284	Raiders of the Lost Ark	06/12/1981 00:00	http://dbpedia.org/resource/Raiders_of_the_Lost_Ark	good	1615	90	http://dbpedia.org/resource/Raiders_of_the_Lost_Ark	http://yago-knowledge.org/resource/Raiders_of_the_Lost_Ark	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBNFSGK4TTL5XWMX3UNBSV6TDPON2F6QLSNM======
http://www.wikidata.org/entity/Q3110707	Goodbye Solo	3/27/2009 0:00	http://dbpedia.org/resource/Goodbye_Solo	good	1616	89	http://dbpedia.org/resource/Goodbye_Solo	http://yago-knowledge.org/resource/Goodbye_Solo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PN5SGE6LFL5JW63DP
http://www.wikidata.org/entity/Q275187	Letters from Iwo Jima	12/20/2006 0:00	http://dbpedia.org/resource/Letters_from_Iwo_Jima	good	1617	89	http://dbpedia.org/resource/Letters_from_Iwo_Jima	http://yago-knowledge.org/resource/Letters_from_Iwo_Jima	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDFOR2GK4TTL5THE33NL5EXO327JJUW2YI=
http://www.wikidata.org/entity/Q156401	Chicken Run	6/21/2000 0:00	http://dbpedia.org/resource/Chicken_Run	good	1618	88	http://dbpedia.org/resource/Chicken_Run		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFRWWZLOL5JHK3Q=
http://www.wikidata.org/entity/Q187266	Toy Story 2	11/24/1999 0:00	http://dbpedia.org/resource/Toy_Story_2	good	1619	88	http://dbpedia.org/resource/Toy_Story_2		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDPPFPVG5DPOJ4V6MQ=
http://www.wikidata.org/entity/Q329805	All About My Mother	11/19/1999 0:00	http://dbpedia.org/resource/All_About_My_Mother	good	1620	87	http://dbpedia.org/resource/All_About_My_Mother	http://yago-knowledge.org/resource/All_About_My_Mother	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMNRPUCYTPOV2F6TLZL5GW65DIMVZA====
http://www.wikidata.org/entity/Q5098451	Children of Hiroshima	4/22/2011 0:00	http://dbpedia.org/resource/Children_of_Hiroshima	good	1621	86	http://dbpedia.org/resource/Children_of_Hiroshima	http://yago-knowledge.org/resource/Children_of_Hiroshima	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFWGI4TFNZPW6ZS7JBUXE33TNBUW2YI=
http://www.wikidata.org/entity/Q125076	Slumdog Millionaire	11/12/2008 00:00	http://dbpedia.org/resource/Slumdog_Millionaire	good	1622	86	http://dbpedia.org/resource/Slumdog_Millionaire	http://yago-knowledge.org/resource/Slumdog_Millionaire	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3MOVWWI33HL5GWS3DMNFXW4YLJOJSQ====
http://www.wikidata.org/entity/Q478780	Talk to Her	11/22/2002 0:00	http://dbpedia.org/resource/Talk_to_Her	good	1623	86	http://dbpedia.org/resource/Talk_to_Her	http://yago-knowledge.org/resource/Talk_to_Her	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDBNRVV65DPL5EGK4Q=
http://www.wikidata.org/entity/Q1551573	The Player	04/03/1992 00:00	http://dbpedia.org/resource/The_Player_(film)	good	1624	86	http://dbpedia.org/resource/The_Player_(film)		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPVA3DBPFSXEXZIMZUWY3JJ
http://www.wikidata.org/entity/Q748205	This Is England	7/27/2007 0:00	http://dbpedia.org/resource/This_Is_England	good	1625	86	http://dbpedia.org/resource/This_Is_England	http://yago-knowledge.org/resource/This_Is_England	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDINFZV6SLTL5CW4Z3MMFXGI===
http://www.wikidata.org/entity/Q503313	Ordinary People	9/18/1980 0:00	http://dbpedia.org/resource/Ordinary_People	good	1626	85	http://dbpedia.org/resource/Ordinary_People	http://yago-knowledge.org/resource/Ordinary_People	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3SMRUW4YLSPFPVAZLPOBWGK===
